datasetId,context,scope,cancer,geneA,geneB,eventTimeMonths,transformedTime,coefficient,ciHighCoefficient,ciLowCoefficient,hazardRatio,ciLow,ciHigh,splineDegreesFreedom,diagnostic
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,25.33263636,1524.636364,0.09245413791,0.8001684146,-0.6152601387,1.096862836,0.540500272,2.225915774,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,25.83056716,1550.030303,0.07532123583,0.7812558173,-0.6306133456,1.078230462,0.5322652383,2.184213517,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,26.29447497,1575.424242,0.05616873326,0.7588362992,-0.6464988327,1.057776151,0.5238767498,2.135789354,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,27.0350487,1600.818182,0.03504977758,0.7331561804,-0.6630566252,1.035671261,0.5152739257,2.081640283,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,27.61302948,1626.212121,0.01201751617,0.704495118,-0.6804600856,1.012090017,0.5063839588,2.022825139,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,28.12768799,1651.606061,-0.0128749036,0.6731672508,-0.698917058,0.9872076234,0.4971233682,1.960436693,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,28.75296537,1677,-0.03957433433,0.6395224217,-0.7186710904,0.9611985013,0.4873995357,1.895575377,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,29.37747475,1702.393939,-0.06802762865,0.6039470405,-0.7400022978,0.9342346616,0.4771128192,1.829324989,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,29.88435411,1727.787879,-0.09818163918,0.5668640165,-0.7632272949,0.9064842357,0.4661595624,1.762730481,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,30.54423729,1753.181818,-0.1299832185,0.5287310521,-0.7886974891,0.8781101668,0.4544363182,1.696777819,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,31.08347007,1778.575758,-0.1633792193,0.490036481,-0.8167949196,0.8492690681,0.441845538,1.63237577,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,31.8799146,1803.969697,-0.1983164942,0.4512918371,-0.8479248255,0.8201102519,0.4283028135,1.570339499,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,32.87394954,1829.363636,-0.2347418957,0.413020531,-0.8825043224,0.7907749257,0.4137454611,1.511376056,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,33.62226493,1854.757576,-0.2726022766,0.3757424874,-0.9209470405,0.7613955523,0.3981418061,1.456072129,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,34.24061373,1880.151515,-0.3118444893,0.3399553713,-0.9636443499,0.732095368,0.3815000299,1.404884891,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,35.06102674,1905.545455,-0.3524153866,0.3061139896,-1.010944763,0.7029880495,0.3638750415,1.358137111,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,35.7661931,1930.939394,-0.394261821,0.2746103417,-1.063133984,0.6741775193,0.3453717231,1.316017778,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,36.32500956,1956.333333,-0.4373306453,0.2457572183,-1.120418509,0.6457578793,0.3261432722,1.278589118,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,36.78396364,1981.727273,-0.4815687119,0.2197779335,-1.182915357,0.6178134599,0.3063842159,1.245800049,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,37.55000332,2007.121212,-0.5269228735,0.1968036855,-1.250649432,0.5904189712,0.2863187917,1.217505003,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,38.45178013,2032.515152,-0.5733399827,0.1768785165,-1.323558482,0.5636397443,0.2661863951,1.193486095,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,39.44899659,2057.909091,-0.6207668922,0.1599703999,-1.401504184,0.5375320503,0.2462263155,1.173476135,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,40.65752839,2083.30303,-0.6691504546,0.1459861017,-1.484287011,0.5121434822,0.226663892,1.157180105,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,41.56195542,2108.69697,-0.7184375224,0.1347873058,-1.571662351,0.4875133899,0.2076996256,1.144293374,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,43.13082632,2134.090909,-0.7685749484,0.1262059304,-1.663355827,0.4636733562,0.189501976,1.134515776,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,44.67519134,2159.484848,-0.8195095851,0.1200572949,-1.759076465,0.4406477017,0.1722038267,1.127561453,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,46.45839963,2184.878788,-0.8711882851,0.1161505361,-1.858527106,0.418454011,0.1559020886,1.123164936,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,48.33023001,2210.272727,-0.923557901,0.1142962419,-1.961412044,0.3971036691,0.140659663,1.121084188,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,49.80727858,2235.666667,-0.9765652856,0.1143116195,-2.067442191,0.3766024017,0.126508954,1.121101427,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,51.12085368,2261.060606,-1.030157291,0.1160236667,-2.176338249,0.3569508109,0.1134562193,1.12302245,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,52.04476932,2286.454545,-1.084280771,0.1192708402,-2.287832382,0.3381449021,0.1014862069,1.126675026,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,53.85589531,2311.848485,-1.138882577,0.1239036568,-2.401668811,0.3201765947,0.09056668846,1.131906814,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,55.80107579,2337.242424,-1.193909562,0.1297845836,-2.517603707,0.3030342141,0.0806526427,1.138583087,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,57.90255904,2362.636364,-1.249308579,0.1367874874,-2.635404645,0.2867029609,0.07168995458,1.146584459,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,60.17767178,2388.030303,-1.30502648,0.1447968345,-2.754849794,0.2711653546,0.06361857486,1.155804727,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,63.37952435,2413.424242,-1.361010118,0.1537067767,-2.875727012,0.2564016503,0.05637513921,1.166148895,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,70.54667396,2438.818182,-1.417206345,0.1634202073,-2.997832897,0.2423902266,0.04989507905,1.177531393,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,80.36863553,2464.212121,-1.473562015,0.1738478435,-3.120971873,0.2291079442,0.04411427413,1.189874505,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,92.80968789,2489.606061,-1.530023979,0.1849073642,-3.244955322,0.2165304751,0.03897030543,1.203106984,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_TP53_positive,PTEN–TP53 (UCEC),cancer-specific,UCEC,PTEN,TP53,112.535753,2515,-1.586539091,0.1965226218,-3.369600803,0.2046326025,0.03440336832,1.217162855,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,0.033,1,2.589087677,4.901059612,0.2771157415,13.31761609,1.319319062,134.4321502,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,0.3343636364,26.39393939,2.437184807,4.613331045,0.2610385697,11.44078734,1.298277739,100.8194249,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,0.6283882576,51.78787879,2.285616095,4.329028602,0.2422035877,9.831741645,1.274053548,75.87055029,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,1.0148,77.18181818,2.134715697,4.049299864,0.2201315301,8.454642487,1.246240638,57.35728511,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,1.382656566,102.5757576,1.984817771,3.775373179,0.1942623639,7.277721055,1.21441486,43.61378102,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,1.764114478,127.969697,1.836256474,3.508567727,0.1639452218,6.273011074,1.178149776,33.40039502,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,2.143857143,153.3636364,1.689365964,3.250299597,0.1284323301,5.416045647,1.137044475,25.79806779,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,2.360243856,178.7575758,1.544480397,3.002078829,0.08688196405,4.685536374,1.090767922,20.12733475,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,2.803339394,204.1515152,1.40193393,2.765489689,0.038378171,4.063050029,1.039124125,15.88681769,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,3.1764,229.5454545,1.262060722,2.542143933,-0.01802248933,3.532693891,0.9821389445,12.7068845,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,3.500833333,254.9393939,1.125194929,2.333596507,-0.08320664939,3.08081733,0.9201609769,10.31497277,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,3.8624,280.3333333,0.9916707082,2.141218594,-0.1578771773,2.695734498,0.8539546605,8.509801303,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,4.210724205,305.7272727,0.8618222174,1.966037307,-0.2423928725,2.367470812,0.7847478111,7.142317527,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,4.487505785,331.1212121,0.7359836137,1.808573317,-0.33660609,2.08753431,0.7141901111,6.101735979,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,4.846043478,356.5151515,0.6144890542,1.668726172,-0.4397480638,1.848711767,0.6441986976,5.305405319,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,5.062931818,381.9090909,0.4976726963,1.545754748,-0.5504093557,1.644888657,0.576713681,4.691511201,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,5.423,407.3030303,0.3858686972,1.438369211,-0.6666318164,1.470891526,0.5134350121,4.213818361,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,5.783921092,432.6969697,0.2794112142,1.344906791,-0.7860843626,1.322351002,0.4556253707,3.837828803,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,6.251204512,458.0909091,0.1786344044,1.263535578,-0.9062667694,1.195583564,0.4040297483,3.537907951,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,6.584009805,483.4848485,0.08387242523,1.192433562,-1.024688711,1.087490149,0.3589081721,3.295090264,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,6.912784993,508.8787879,-0.004540566159,1.129914464,-1.138995597,0.9954697266,0.3201404104,3.095391723,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,7.161,534.2727273,-0.08627041248,1.074497629,-1.247038454,0.9173461358,0.2873545518,2.928521326,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,7.601095238,559.6666667,-0.1609829565,1.024934336,-1.346900249,0.8513065802,0.2600450877,2.786912454,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,7.902151515,585.0606061,-0.2283440409,0.9802069442,-1.436895026,0.7958504076,0.2376645565,2.665007693,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,8.380987428,610.4545455,-0.2880195086,0.9395148778,-1.515553895,0.7497469656,0.2196864679,2.558739816,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,8.851012626,635.8484848,-0.3396752021,0.9022573029,-1.581607707,0.7120015418,0.2056442166,2.465161451,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,9.350557495,661.2424242,-0.3829857678,0.8680178776,-1.633989413,0.6818226031,0.1951494872,2.38218439,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,9.782880383,686.6363636,-0.4179614256,0.83652641,-1.672449261,0.6583876248,0.1877865636,2.308334826,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,10.21020277,712.030303,-0.4450445031,0.8076348836,-1.69772389,0.640795758,0.1830998054,2.242597705,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,10.63538528,737.4242424,-0.4647058259,0.7813254475,-1.710737099,0.6283199134,0.1807325257,2.18436561,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,11.13632307,762.8181818,-0.4774162195,0.7576891766,-1.712521616,0.6203842595,0.1804102932,2.133340746,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,11.64636364,788.2121212,-0.4836465093,0.7369090057,-1.704202024,0.6165311014,0.181917494,2.089466992,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,12.12895758,813.6060606,-0.4838675209,0.7192467326,-1.686981775,0.6163948559,0.1850772868,2.052886256,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,12.592,839,-0.4785500799,0.7050317868,-1.662131947,0.619681229,0.1897340458,2.023911018,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,12.9073125,864.3939394,-0.4681650117,0.6946496457,-1.630979669,0.626150193,0.195737722,2.003007189,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,13.44367652,889.7878788,-0.4531831418,0.6885278356,-1.594894119,0.6356017177,0.2029300137,1.990782616,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,14.03852917,915.1818182,-0.4340752958,0.6871175171,-1.555268109,0.6478634722,0.2111327685,1.987976957,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,14.6046,940.5757576,-0.4113122992,0.6908689258,-1.513493524,0.6627799136,0.2201395701,1.995448677,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,14.97968182,965.969697,-0.3853649776,0.700199633,-1.470929588,0.6802023323,0.2297118485,2.014154759,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,15.47370909,991.3636364,-0.3567041563,0.7154558908,-1.428864203,0.6999795516,0.2395808829,2.045118821,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,16.01126623,1016.757576,-0.325800661,0.7368692328,-1.388470555,0.7219490857,0.2494565431,2.089383889,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,16.48090553,1042.151515,-0.2931253172,0.7645126836,-1.350763318,0.7459286572,0.2590424534,2.14794739,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,16.94310774,1067.545455,-0.2591489503,0.7982626616,-1.316560562,0.7717080683,0.2680556791,2.221677767,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,17.339,1092.939394,-0.224342386,0.8377730483,-1.28645782,0.7990415069,0.2762475706,2.311214279,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,17.69533333,1118.333333,-0.1891764496,0.882466362,-1.260819261,0.8276404569,0.2834217349,2.416853196,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,18.09574545,1143.727273,-0.1541219669,0.9315437221,-1.239787656,0.8571674686,0.2894456735,2.538424777,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,18.60329004,1169.121212,-0.1196497631,0.9840114386,-1.223310965,0.8872311234,0.2942542867,2.675166011,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,18.99363636,1194.515152,-0.08623066397,1.038719004,-1.211180332,0.9173825997,0.2978455152,2.82559512,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,19.37412727,1219.909091,-0.05433549491,1.094402008,-1.203072998,0.9471143012,0.3002700635,2.98739571,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,19.67634371,1245.30303,-0.02443508146,1.149724086,-1.198594249,0.9758610383,0.3016179137,3.157321641,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,20.07475,1270.69697,0.00299975085,1.203313842,-1.19731434,1.003004255,0.3020042042,3.331137516,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,20.5597,1296.090909,0.02749817651,1.253794778,-1.198798425,1.027879741,0.3015563369,3.503613197,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,21.07366667,1321.484848,0.04858937001,1.299808084,-1.202629344,1.049789187,0.3004033091,3.668592537,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,21.66503535,1346.878788,0.06580250581,1.340029284,-1.208424273,1.068015769,0.2986675274,3.819155346,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,22.18421201,1372.272727,0.07866820228,1.373182973,-1.215846568,1.081845309,0.2964589354,3.947896765,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,22.75388148,1397.666667,0.08689706712,1.398383178,-1.224589044,1.090784396,0.2938784466,4.048648729,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_CTNNB1_TP53_positive,CTNNB1–TP53 (UCEC),cancer-specific,UCEC,CTNNB1,TP53,23.1819303,1423.060606,0.09055215183,1.41548163,-1.234377326,1.094778601,0.291015914,4.118469566,4,natural-spline smooth of scaled Schoenfeld beta(t)
